"recursada","tasa_rep_carga","quintil_asig","ceneval_analitico","ceneval_matematico","ceneval_lengua","ceneval_esp","prom_per_prev","tasa_rep_doc","tasa_aprob_per_prev","asigMuchas","año_encurso","complejidad_carga5","semestre_Otoño","carga_aprobada","total_recursando","situacion_Irregular"
-0.393825716496278,-1.75731871003161,-0.312008900093926,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,0.405637322187956,3.04978817896834,-1.24843888063272,-0.953586269324169,0.626761790475356,-1.32193681257541,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-1.17774338524632,-0.312008900093926,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,0.479589639724476,1.16521142111328,1.11594801153981,-0.953586269324169,0.626761790475356,-1.32193681257541,0.786302868347942,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-1.13951164847002,0.698349540878562,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,-0.3831873982016,0.895225545601765,1.11594801153981,-0.953586269324169,1.51673604339815,-1.32193681257541,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-0.271289455476844,-1.23051657370528,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,-0.13667967307986,-1.13866434989376,1.11594801153981,-0.953586269324169,1.51673604339815,-1.32193681257541,0.786302868347942,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-0.425368381917875,0.790200308239698,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,0.602843502285346,0.0404487487873248,1.11594801153981,1.04786303176951,2.40671029632094,-0.72315815840082,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-1.62508834946557,-1.23051657370528,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,0.638058891588446,-1.36486997427482,1.11594801153981,-0.953586269324169,2.40671029632094,-0.72315815840082,0.786302868347942,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-2.06212072612028,-0.312008900093926,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,0.849351227407079,0.0404487487873248,1.11594801153981,-0.953586269324169,3.29668454924373,-0.124379504226228,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-2.27998653961054,-0.312008900093926,-0.960944375436106,-0.595754280665678,-0.295614207181069,-1.10946823437327,0.479589639724476,-0.891143195522955,1.11594801153981,-0.953586269324169,3.29668454924373,-0.124379504226228,0.786302868347942,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,1.14688338784009,0.790200308239698,0.031387113334626,0.745892400407624,0.489474144926416,-0.0742014664936928,0.405637322187956,1.35049515966442,-1.24843888063272,-0.953586269324169,0.626761790475356,1.07317780412296,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-0.577924736289431,0.790200308239698,0.031387113334626,0.745892400407624,0.489474144926416,-0.0742014664936928,0.109828052041873,1.25876365358523,1.11594801153981,-0.953586269324169,0.626761790475356,-1.32193681257541,0.786302868347942,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-1.95269438811829,-1.23051657370528,0.031387113334626,0.745892400407624,0.489474144926416,-0.0742014664936928,0.602843502285346,-0.884679087430824,1.11594801153981,-0.953586269324169,1.51673604339815,-1.32193681257541,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,0.154839060368519,0.698349540878562,0.031387113334626,0.745892400407624,0.489474144926416,-0.0742014664936928,0.257732687114914,0.0290174611473286,1.11594801153981,-0.953586269324169,1.51673604339815,1.07317780412296,0.786302868347942,0,-0.60633025000408,-0.723273905203742
2.5372334953582,1.15228285423321,0.790200308239698,0.031387113334626,0.745892400407624,0.489474144926416,-0.0742014664936928,-1.36921829868854,0.310170892723954,-0.302684123763709,-0.953586269324169,2.40671029632094,-1.32193681257541,0.786302868347942,0,1.53026205953411,-0.723273905203742
2.5372334953582,-0.433698627009894,0.790200308239698,0.031387113334626,0.745892400407624,0.489474144926416,-0.0742014664936928,-3.21802623710156,-0.185090640218459,-0.0662454345464555,1.04786303176951,3.29668454924373,0.474399149948364,-1.27079251450172,0,0.461965904765014,-0.723273905203742
-0.393825716496278,-2.74495135893491,-3.06753192092798,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,0.405637322187956,-1.36486997427482,-1.24843888063272,-0.953586269324169,0.626761790475356,-1.32193681257541,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-0.540106378539627,0.698349540878562,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,0.109828052041873,2.02261524232265,1.11594801153981,-0.953586269324169,0.626761790475356,-1.32193681257541,0.786302868347942,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-1.47893737594922,0.698349540878562,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,-0.13667967307986,0.895225545601765,1.11594801153981,-0.953586269324169,1.51673604339815,-1.32193681257541,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-0.60975587750722,-0.312008900093926,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,-0.0750527417994288,0.0404487487873248,1.11594801153981,1.04786303176951,1.51673604339815,0.474399149948364,0.786302868347942,0,-0.60633025000408,-0.723273905203742
-0.393825716496278,-0.701870778092494,0.790200308239698,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,-0.207110451686074,0.0404487487873248,1.11594801153981,1.04786303176951,2.40671029632094,-0.72315815840082,-1.27079251450172,0,0.461965904765014,1.38153442567007
-0.393825716496278,-1.86327165694433,-1.23051657370528,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,-0.629695123323334,-1.36486997427482,1.11594801153981,-0.953586269324169,2.40671029632094,-0.72315815840082,0.786302868347942,1,1.53026205953411,1.38153442567007
-0.393825716496278,-1.97459998044022,-2.14902424731663,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,0.405637322187956,-1.09116116877374,1.11594801153981,-0.953586269324169,3.29668454924373,-0.124379504226228,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
-0.393825716496278,-1.82331016219347,-2.14902424731663,-0.216695758858057,0.298676840049857,0.751170262295578,-0.850651542403376,0.257732687114914,-0.943058458947816,1.11594801153981,1.04786303176951,3.29668454924373,-0.124379504226228,0.786302868347942,0,-0.60633025000408,-0.723273905203742
-0.393825716496278,-1.91128959604588,-3.06753192092798,0.527552857719992,-0.819362060844562,-0.0339180898119074,-0.0742014664936928,0.405637322187956,-1.36486997427482,-1.24843888063272,-0.953586269324169,0.626761790475356,-1.32193681257541,-1.27079251450172,1,-0.60633025000408,-0.723273905203742
