"tasa_rep_carga","quintil_asig","ceneval_analitico","ceneval_matematico","ceneval_lengua","ceneval_esp","prom_per_prev","tasa_rep_doc","tasa_aprob_per_prev","año_encurso","complejidad_carga5","total_recursando","recursada","asigMuchas","semestre_Otoño","carga_aprobada","situacion_Irregular"
0.642078918860279,0.714285714285714,0.65,0.619047619047619,0.75,0.8,0.84,0.462740384615384,0,0,1,0,0,1,1,0,0
0.404556690924832,1,0.3,0.333333333333333,0.45,0.35,0.9,0.302506482281762,1,0.4,0,0.2,1,0,1,0,1
0.603606272861298,0.976190476190476,0.4,0.428571428571429,0.75,0.75,0.84,0.0708502024291499,0,0,1,0,0,1,1,0,0
0.358125955640604,0.714285714285714,0.4,0.619047619047619,0.2,0.65,0.571428571428571,0.666412795125666,0.5,0.6,0.75,0.2,0,1,1,0,1
0.593145178204762,1,0.75,0.666666666666667,0.55,0.6,0.7,0.13986013986014,0.333333333333333,0.6,1,0.2,0,0,0,0,1
0.476997927896976,1,0.25,0.285714285714286,0.05,0.3,0.6,0.648778117189669,0,0.4,0,0.4,1,0,0,0,0
0.614908634380808,0.714285714285714,0.3,0.333333333333333,0.2,0.3,0.84,0.17258382642998,0,0,1,0,0,1,1,0,0
0.819678165965501,1,0.7,0.714285714285714,0.45,0.65,0.64,0.249447038584419,0.5,0.2,1,0.6,1,0,1,0,1
0.506205810056751,0.976190476190476,0.9,0.904761904761905,0.85,0.8,0.76,0.192307692307692,1,0.2,1,0,0,0,1,1,1
0.290140581404241,0.238095238095238,0.75,0.19047619047619,0.65,0.7,0.816666666666667,0.0407925407925408,0.8,0.6,0,0,0,0,1,1,1
0.624678668831251,1,0.6,0.571428571428571,0.35,0.45,0.84,0.443438914027149,0,0,1,0,0,1,1,0,0
0.487494034488883,0.976190476190476,0.25,0.19047619047619,0.15,0.45,0.6,0.456421261142291,0.571428571428571,0.2,1,0.4,0,1,0,0,1
0.366194876241438,1,0.75,0.952380952380952,0.6,0.9,0.866666666666667,0.302506482281762,1,0.4,0.75,0,0,1,1,1,0
0.602590891980649,0.976190476190476,0.75,0.380952380952381,0.7,0.45,0.84,0.0708502024291499,0,0,1,0,0,1,1,0,0
0.489971470282644,0.714285714285714,0.4923166625,0.480468097222222,0.517686495833333,0.6065402,0.84,0,0,0,0.75,0,0,0,1,1,0
0.692073584026371,0.714285714285714,0.85,0.904761904761905,0.9,0.8,0.8625,0.0560897435897435,1,0.2,1,0,0,0,0,0,0
0.516778761114976,1,0.55,0.714285714285714,0.65,0.6,0.485714285714286,0.115475006779354,0.285714285714286,0.2,0,0.4,1,0,0,1,0
0.337748944394572,0.476190476190476,0.65,0.80952380952381,0.45,0.85,0.614285714285714,0.456421261142291,0.25,0.6,0.25,0.4,0,0,0,0,1
0.4928933044954,0.714285714285714,0.55,0.523809523809524,0.25,0.3,0.9,0.1417004048583,1,0.4,0.75,0,0,0,0,0,0
0.633937223679082,1,0.4,0.238095238095238,0,0.35,0.8,0.329527243589744,0.5,0.2,1,0,0,1,1,0,1
0.400368191452488,1,0.85,0.80952380952381,0.85,0.8,0.914285714285714,0.655594405594405,1,0.4,0,0,0,0,1,1,0
0.303079882714092,0.238095238095238,0.75,0.761904761904762,0.8,1,0.928571428571429,0.0453032544378697,1,0.2,0.75,0,0,1,1,1,0
0.941128376205937,1,0.2,0.476190476190476,0.35,0.5,0.48,0.238558909444986,0,0.2,0,0.4,1,0,0,1,0
0.612360926431092,0.976190476190476,0.55,0.714285714285714,0.65,0.6,0.84,0.310650887573965,0,0,1,0,0,1,1,0,0
0.578474785924356,0.476190476190476,0.6,0.428571428571429,0.65,0.8,0.628571428571429,0,0.25,0.2,1,0.4,0,0,1,0,1
0.561640138410067,0.976190476190476,0.7,0.571428571428571,0.95,0.85,0.7125,0.115475006779354,0.714285714285714,0.2,1,0.2,0,1,0,0,1
0.302784888269591,0.976190476190476,0.85,0.857142857142857,0.8,0.8,0.975,0.276465377233131,1,0.4,0.5,0,0,1,1,1,0
0.614908634380808,1,0.65,0.19047619047619,0.7,0.75,0.84,0.516141889198884,0,0,1,0,0,1,1,0,0
0.442631806176458,0.714285714285714,0.75,0.666666666666667,0.55,1,0.725,0.329527243589744,0.666666666666667,0.2,0,0.2,0,0,1,1,0
0.351682492931969,0.714285714285714,0.75,0.714285714285714,0.6,0.75,0.85,0.103749814732474,1,0.4,0.75,0,0,0,1,1,0
0.654142567676285,0.976190476190476,0.6,0.666666666666667,0.7,0.95,0.9,0.172789896670494,1,0.4,1,0.8,1,1,0,0,0
0.601439406289659,0.714285714285714,0.95,0.857142857142857,0.55,0.75,0.825,0.138449367088608,1,0.2,1,0,0,1,0,0,0
0.460943228434033,0.714285714285714,0.75,0.476190476190476,0.5,0.7,0.857142857142857,0.220279720279721,1,0.2,0.75,0,0,1,0,0,0
0.343428363838455,0.476190476190476,0.8,0.761904761904762,0.6,0.75,0.8,0,0.666666666666667,0.2,0.75,0.2,0,1,1,1,1
0.941128376205937,1,0.35,0.142857142857143,0.15,0.55,0.54,0.238558909444986,0.2,0.2,0,0.4,1,0,0,1,0
0.30096875726275,0.976190476190476,0.45,0.666666666666667,0.6,0.55,0.8125,0.239212007504691,0.5,0.2,0,0,0,0,1,0,1
0.464552203378829,1,0.35,0.428571428571429,0.45,0.85,0.728571428571429,0.623827392120074,0.666666666666667,0.2,1,0.2,0,1,1,0,1
0.391336042426267,0.714285714285714,0.6,0.142857142857143,0.2,0.65,0.866666666666667,0.38213399503722,1,0.4,0.75,0,0,0,0,0,0
0.16711544474227,0.976190476190476,0.55,0.666666666666667,0.6,0.6,0.866666666666667,0.249447038584419,0.666666666666667,0.4,0.25,0,0,1,1,1,1
0.500090977540233,0.714285714285714,0.4,0.619047619047619,0.35,0.4,0.571428571428571,0.161538461538461,0.333333333333333,0.2,0,0.2,0,0,0,1,0
0.257598191092616,0.476190476190476,0.4923166625,0.480468097222222,0.517686495833333,0.6065402,0.75,0.0445009535918626,1,0.4,0,0,0,0,1,1,0
0.303158262213039,0.976190476190476,0.9,0.761904761904762,0.45,0.5,0.866666666666667,0.456421261142291,1,0.2,0.25,0,0,0,1,1,0
0.336339103278589,0.714285714285714,0.35,0.571428571428571,0.4,0.55,0.68,0.0313059033989267,0.666666666666667,0.6,0.25,0.4,0,0,0,0,1
0.661935559600752,1,0.5,0.80952380952381,0.65,0.9,0.84,0.516141889198884,0,0,1,0,0,0,1,0,0
0.618029927116823,1,0.3,0.142857142857143,0.25,0.35,0.7,0.329527243589744,0.5,0.4,1,0.4,1,0,1,0,1
0.408445206125479,1,0.55,0.523809523809524,0.45,0.65,0.58,0.303970223325062,0.6,0.4,0.75,0,0,0,1,1,1
0.664842579790621,0.714285714285714,0.5,0.476190476190476,0.25,0.5,0.84,0.138449367088608,0,0,1,0,0,1,1,0,0
0.601270743839207,0.976190476190476,0.65,0.666666666666667,0.55,0.65,0.84,0.274216524216525,0,0,1,0,0,1,1,0,0
0.559842753101917,1,0.35,0.428571428571429,0.4,0.8,0.775,0.648778117189669,0.833333333333333,0.2,0.75,0,0,0,0,1,1
0.287203838282332,0.714285714285714,0.85,0.904761904761905,0.9,0.8,0.833333333333333,0.0593891402714932,0.75,0.2,0.25,0,0,1,1,0,1
0.240011034990115,0.714285714285714,0.45,0.476190476190476,0.45,0.65,0.84,0.103749814732474,0,0,0,0,0,0,1,1,0
0.654064555190482,0.976190476190476,0.8,0.714285714285714,0.55,0.9,0.84,0.21604938271605,0,0,1,0,0,1,1,0,0
0.654953013461051,0.976190476190476,0.85,0.761904761904762,0.45,0.5,0.84,0.295497185741088,0,0,1,0,0,1,1,1,0
0.598538845505017,0.714285714285714,0.4,0.333333333333333,0.45,0.4,0.9,0.516141889198884,1,0.2,0.75,0,0,0,1,1,0
0.605764720746293,1,0.7,0.523809523809524,0.7,0.7,0.8625,0.592307692307692,0.833333333333333,0.2,1,0,0,1,0,0,1
0.282005732478745,0.714285714285714,0.45,0.380952380952381,0.7,0.6,0.633333333333333,0.114566284779051,0,0.4,0,0.6,1,0,0,0,0
0.331926908325215,1,0.7,0.666666666666667,0.8,0.7,0.728571428571429,0.516141889198884,0.4,0.2,0.75,0,0,1,0,0,1
0.306817712825714,0.476190476190476,0.7,0.714285714285714,0.6,0.5,0.916666666666667,0.0944669365721997,1,0.4,0.25,0,0,1,0,1,0
0.198256108884085,0.238095238095238,0.55,0.666666666666667,0.3,0.65,0.8,0.114566284779051,0.666666666666667,0.8,0.5,0.2,0,1,0,1,1
0.305646347164487,0.476190476190476,0.75,0.761904761904762,0.8,0.75,0.914285714285714,0,1,0.2,0,0,0,1,1,1,0
0.664842579790621,0.714285714285714,0.4,0.666666666666667,0.5,0.6,0.84,0.138449367088608,0,0,1,0,0,1,1,0,0
0.588723006065391,0.976190476190476,0.8,0.571428571428571,0.35,0.6,0.725,0.456421261142291,0.75,0.2,0.75,0.2,0,1,0,0,1
0.4463578760589,0.976190476190476,0.65,0.619047619047619,0.35,0.6,0.828571428571429,0.249447038584419,0.833333333333333,0.4,0.75,0.2,0,0,1,1,1
0.432225087837334,0.476190476190476,0.8,0.714285714285714,0.7,0.9,0.5125,0.0727650727650728,0.333333333333333,0.4,0.25,0.2,0,0,1,1,0
0.496888859866822,1,0.65,0.476190476190476,0.55,0.65,0.771428571428571,0.655594405594405,0.8,0.2,1,0.4,1,1,1,1,1
0.469162771794351,1,0.65,0.380952380952381,0.45,0.75,0.5,0.329527243589744,0,0.2,0,0.4,1,0,1,1,0
0.625059518922627,1,0.55,0.523809523809524,0.4,0.55,0.657142857142857,0.249447038584419,0.571428571428571,0.2,0.75,0.6,1,0,0,0,1
0.10044795668436,0.476190476190476,0.9,0.761904761904762,0.45,0.5,0.88,0.0453759723422644,1,0.6,0,0,0,0,0,1,0
0.256643233360849,0.976190476190476,0.65,0.952380952380952,0.6,0.85,0.857142857142857,0.276465377233131,1,0.4,0,0,0,0,1,1,1
0.539596386980328,0.976190476190476,0.85,0.714285714285714,0.65,0.95,0.84,0.310650887573965,0,0,0,0,0,0,1,1,0
0.259482110676107,0.238095238095238,0.75,0.952380952380952,0.7,0.8,0.842857142857143,0.21604938271605,0.666666666666667,0.6,0.25,0,0,0,1,1,1
0.175917316217222,0.976190476190476,0.9,0.857142857142857,0.85,0.85,0.88,0.444623806850085,1,0.4,0.25,0,0,0,0,1,0
0.645515775046343,0.976190476190476,0.55,0.476190476190476,0.25,0.75,0.84,0.168269230769231,0,0,1,0,0,1,1,0,0
0.515984867381725,0.714285714285714,0.55,0.571428571428571,0.45,0.7,0.566666666666667,0.138449367088608,0.333333333333333,0.6,0,0,0,0,0,0,0
0.345542092528817,0.714285714285714,0.9,0.857142857142857,0.85,0.85,0.9,0.138449367088608,1,0.2,0.75,0,0,0,1,1,0
0.1639247686965,0.238095238095238,0.4923166625,0.480468097222222,0.517686495833333,0.6065402,0.866666666666667,0.0538461538461538,1,0.4,0.5,0,0,1,0,1,0
0.338628855712465,1,0.9,0.571428571428571,0.65,0.85,0.742857142857143,0.516141889198884,0.666666666666667,0.2,0,0,0,0,0,0,1
0.508352911693499,0.714285714285714,0.8,0.714285714285714,0.55,0.9,0.7375,0.212550607287449,0.75,0.2,0.75,0.4,0,1,0,0,1
0.712755696102279,1,0.35,0.380952380952381,0.4,0.8,0.7,0.516141889198884,1,0.4,0,0,0,0,0,0,0
0.645515775046343,1,0.85,0.904761904761905,0.9,0.8,0.84,0.451823263241949,0,0,1,0,0,1,1,1,0
0.654064555190482,0.714285714285714,0.55,0.666666666666667,0.7,0.6,0.84,0.138449367088608,0,0,1,0,0,1,1,1,0
0.645515775046343,1,0.45,0.571428571428571,0.65,0.35,0.84,0.648778117189669,0,0,1,0,0,1,1,0,0
0.488520021097567,0.714285714285714,0.85,0.80952380952381,0.75,1,0.7375,0.103749814732474,0.714285714285714,0.2,0.75,0.4,0,0,0,1,1
0.602590891980649,1,0.55,0.571428571428571,0.45,0.7,0.84,0.497737556561086,0,0,1,0,0,1,1,0,0
0.471182670602898,0.714285714285714,0.45,0.80952380952381,0.25,0.95,0.257142857142857,0.2834008097166,0,0.4,0,0.4,1,0,0,1,0
0.15277405521308,0.238095238095238,0.6,0.714285714285714,0.65,0.3,0.933333333333333,0.0453759723422644,1,0.8,0,0,0,0,1,1,0
0.413720664739638,0.714285714285714,0.25,0.285714285714286,0.05,0.3,0.866666666666667,0.1417004048583,0,0.4,0,0.2,0,0,1,1,1
0.614908634380808,0.976190476190476,0.35,0.571428571428571,0.4,0.55,0.84,0.0708502024291499,0,0,1,0,0,1,1,0,0
0.262660381250245,1,0.75,0.80952380952381,0.85,0.8,0.775,0.051775147928994,0.8,0.2,0.75,0,0,0,1,1,1
0.216435960914078,0.238095238095238,0.7,0.619047619047619,0.6,0.6,0.928571428571429,0.114566284779051,1,0.6,0,0,0,0,0,1,0
0.674863578798523,1,0.5,0.714285714285714,0.4,0.45,0.84,0.734265734265733,0,0,0,0,0,0,1,0,0
0.455388572898093,1,0.55,0.666666666666667,0.55,0.85,0.76,0.534188034188034,1,0.4,0.25,0,0,0,0,1,0
0.654953013461051,0.714285714285714,0.95,0.80952380952381,0.75,0.85,0.84,0.138449367088608,0,0,1,0,0,1,1,1,0
0.72322501011216,1,0.45,0.571428571428571,0.65,0.35,0.142857142857143,0.648778117189669,0,0.2,0,0.6,1,0,1,0,0
0.687907722564459,1,0.65,0.571428571428571,0.75,0.7,0.785714285714286,0.648778117189669,0.5,0.4,1,0.2,1,0,0,0,1
0.376649631813698,0.476190476190476,0.35,0.619047619047619,0.25,0.7,0.75,0.153846153846153,0.666666666666667,0.6,0,0,0,1,1,0,1
0.17318410360643,0.714285714285714,0.2,0.476190476190476,0.3,0.4,0.92,0.329527243589744,1,0.4,0,0,0,0,1,1,0
0.664842579790621,0.976190476190476,0.75,1,0.7,0.65,0.84,0.21604938271605,0,0,1,0,0,1,1,0,0
0.51139651792508,0.976190476190476,0.3,0.238095238095238,0.4,0.35,0.78,0.13986013986014,1,0.2,1,0.4,0,1,1,0,1
0.35322669329715,0,0.65,0.761904761904762,0.65,0.65,0.84,0.0611888111888111,0,0.4,0,0,0,0,0,1,0
0.546049784616297,0.714285714285714,0.55,0.666666666666667,0.65,0.8,0.885714285714286,0.329527243589744,1,0.4,0.75,0.2,0,0,0,1,1
0.26881675138345,0.476190476190476,0.75,0.761904761904762,0.8,1,0.9125,0.0931952662721893,1,0.4,0.25,0,0,1,0,1,0
0.287730103459646,0.714285714285714,0.8,0.80952380952381,0.65,0.7,0.8,0.10708041958042,1,0.4,0,0,0,0,0,1,0
0.602590891980649,0.976190476190476,0.75,0.714285714285714,0.3,0.7,0.84,0.0244755244755245,0,0,1,0,0,1,1,1,0
0.305232976377542,0.976190476190476,0.65,0.952380952380952,0.6,0.85,0.9,0.249447038584419,1,0.2,0,0,0,1,1,0,0
0.421506183981255,0.476190476190476,0.5,0.380952380952381,0.5,0.55,0.74,0.10708041958042,0.666666666666667,0.4,0.25,0.4,0,0,1,0,1
0.602590891980649,0.976190476190476,0.2,0.333333333333333,0.25,0.35,0.84,0.336538461538461,0,0,1,0,0,1,1,0,0
0.612360926431092,1,0.55,0.619047619047619,0.65,0.5,0.84,0.444623806850085,0,0,1,0,0,1,1,0,0
0.711149851910173,1,0.4923166625,0.480468097222222,0.517686495833333,0.6065402,0.425,0.451823263241949,0.333333333333333,0.4,0,0.2,1,0,0,0,0
0.489455664375037,0.714285714285714,0.5,0.476190476190476,0.55,0.7,0.733333333333333,0.329527243589744,0.75,0.2,0,0,0,0,1,0,1
0.248876544967796,0.714285714285714,0.65,0.761904761904762,0.75,0.7,0.557142857142857,0.497737556561086,0.25,0.4,0.25,0.2,0,0,1,0,1
0.447830224398568,1,0.55,0.619047619047619,0.65,0.5,0.6875,0.35175879396985,0.25,0.2,0.25,0.4,1,0,1,1,1
0.534015209032354,0.476190476190476,0.35,0.428571428571429,0.45,0.85,0.442857142857143,0.250447227191413,0.25,0.4,0,0.4,1,0,0,1,0
0.612360926431092,0.976190476190476,0.65,0.761904761904762,0.75,0.7,0.84,0.310650887573965,0,0,1,0,0,1,1,0,0
0.189403259848189,0.238095238095238,0.75,0.904761904761905,0.85,0.95,0.957142857142857,0.153846153846153,1,0.4,0.5,0,0,1,1,1,0
0.612360926431092,0.714285714285714,0.4,0.19047619047619,0.45,0.55,0.84,0.138449367088608,0,0,1,0,0,1,1,0,0
0.202693217789156,0.714285714285714,0.55,0.666666666666667,0.55,0.85,0.84,0.648778117189669,1,0.4,0,0,0,0,1,1,0
0.646404233316912,0.714285714285714,0.85,0.857142857142857,0.8,0.8,0.84,0.2834008097166,0,0,1,0,0,1,1,1,0
0.645515775046343,0.976190476190476,0.3,0.238095238095238,0.3,0.3,0.84,0.295497185741088,0,0,1,0,0,1,1,0,0
0.357905902896803,0,0.85,0.857142857142857,0.65,0.8,0.933333333333333,0,1,0.2,0.25,0.2,0,1,1,1,1
0.645802001950601,0.976190476190476,0.75,0.952380952380952,0.95,0.8,0.84,0.235576923076923,0,0,1,0,0,1,1,1,0
0.218301552985698,0.714285714285714,0.5,0.761904761904762,0.65,0.65,0.871428571428571,0.13986013986014,1,0.6,0,0,0,0,0,1,0
0.385198024125202,0.976190476190476,0.55,0.571428571428571,0.45,0.7,0.9,0.239212007504691,1,0.4,0,0.2,0,0,1,0,1
0.455937965850988,0.714285714285714,0.9,0.904761904761905,0.75,0.9,0.942857142857143,0.10674347678753,1,0.4,0.75,0,0,1,0,1,0
0.626268277782262,0.714285714285714,0.8,0.761904761904762,0.75,0.7,0.9,0.0560897435897435,1,0.2,1,0,0,1,0,1,0
